order_id,customer_id,product_id,distance,product_rating,date,review,time_taken,place_id,product,product_description,product_type,place_type,place_name,place_address,place_phone_no
641,537,1360,23.57,5,28-2-22,1,27,7,Eba,"This is a Nigerian swallow that is made with garri and boiling water. This dough-like swallow is easy to make. Eba is filling and awesome when served with delicious Nigerian soups like ewedu, okro, spinach stew, egusi soup, and catfish stew.",meal,restaurant,Atlantic Bar & Restaurant,"14B Adeola Hopewell Street, Victoria Island, Lagos, Nigeria","0802 327 1564, 01 261 0584"
642,613,1134,34.6,5,27-11-22,1,40,84, Smoothie,"A liquid foundation, such as fruit juice, or dairy products, such as milk, yoghurt, ice cream, or cottage cheese, is commonly used in smoothies.",drink,cafes,Cafe One Yaba,"E-Center, 1-11 Commercial Ave, Sabo, Yaba, Lagos, Nigeria",
643,780,3674,9.92,5,2-2-22,1,24,86,Chicken burger,"A chicken burger is made with ground chicken that is formed into a patty and cooked. It is typically served on a bun with cheese, lettuce, tomato, onion, pickles, and condiments such as ketchup, mustard, and mayonnaise",snacks,cafes,Hot Crust Cafe,"Alpha Mall, 117 Ogudu Rd, Ogudu, Lagos, Nigeria",
644,275,816,26.48,4,29-1-22,1,45,65,Martini,"Unarguably one of the most popular cocktails, the martini has various various such as the apple martini, dry martini and more. The standard martini is however made with gin and vermouth, and garnished with an olive or a lemon twist.",drink,restaurant,Sweetspot Eatery And African Dishes,"20, Oladoyinbo Street, Ikeja, Lagos, Nigeria","0703 384 2618, 0807 595 3779"
645,600,3549,34.54,5,9-2-22,1,44,79,Meat Pie,"A mix of flour, butter, salt, sugar, baking powder, and egg batter kneaded and filled with seasoned ground beef, carrots and potatoes make a comfort snack for you. Whether you are eating it as brunch, breakfast, or snack, you will enjoy this light and flaky delicacy.",snacks,cafes,Bourbon House Cafe,"741 Adeola Hopewell St, Victoria Island, Lagos, Nigeria",
646,355,3268,4.06,5,18-12-22,1,13,61,Chicken burger,"A chicken burger is made with ground chicken that is formed into a patty and cooked. It is typically served on a bun with cheese, lettuce, tomato, onion, pickles, and condiments such as ketchup, mustard, and mayonnaise",snacks,restaurant,PJ Foods,"KM 3 Lasu Iba Road, By First Gate Bus-Stop Agboroko, Ojo, Lagos","0913 427 2579, 0813 368 8523"
647,720,1185,18.39,2,4-11-22,-1,24,87,Soya Milk,"Soya Milk is a refreshing nutritious drink made from plant protein. It made from soya beans, and is also very delicious. Soy milk is rich in sodium, potassium, calcium and iron.",drink,cafes,Ouida Cafe,"3c Oba Dosumu St, Ikeja GRA, Lagos, Nigeria",
648,132,2098,36.44,2,3-2-22,-1,44,49,Stick Meat,Everyone loves fried beef. Indulge yourself with addictive chunks of fried meat arranged on sticks with bell peppers. It is a regular starter at parties and a colorful Nigerian snack.,meal,restaurant,Lighthouse Restaurant,"Elephant House Plaza, 239/241 Ikorodu Road, Anthony Village, Lagos, Nigeria",01 493 9329
649,638,2378,18.9,5,17-9-22,1,22,65,Nigerian Fried Rice ,"This version of fried rice consists of fresh vegetables fried and stirred into the rice. It is a healthy bowl that consists of beef liver, carrots, green beans, sweet corn peas, and more. You can add any protein of choice, like shrimp, chicken, or beef. Simple but insanely delicious.",meal,restaurant,Sweetspot Eatery And African Dishes,"20, Oladoyinbo Street, Ikeja, Lagos, Nigeria","0703 384 2618, 0807 595 3779"
650,412,1746,14.98,5,11-5-22,1,22,29,Pepper Sauce – Ata dindin,"Ata din din is a game-changer when it comes to Nigerian sauce. It is a hearty stew made with roughly blended bell peppers, habaneros, chili flakes, garlic, onion, ginger, and tomatoes. This should be your go-to if you want a fast, fiery hot, and spicy stew. Pair with boiled yam, rice, boiled potatoes, and more.",meal,restaurant,Demmies Delight,"254, Agege Motor Road, Mushin, Lagos, Nigeria",0802 208 3653
651,671,3677,14.35,5,5-11-22,1,24,86,Fish Pastry,"meal_description    Basically, it is called fish pastry because the filling is fish. It is another popular snack that you can get on the street. The fish pastry is sweet, crispy, and crunchy.",snacks,cafes,Hot Crust Cafe,"Alpha Mall, 117 Ogudu Rd, Ogudu, Lagos, Nigeria",
652,80,1588,22.61,2,18-8-22,-1,40,20,West African Coconut Rice,Coconut rice is a great option if you want to make something different from the classic rice. The rice is cooked in coconut milk to give a rich and exotic savor. This coconut rice is a simple recipe loaded with flavor.,meal,restaurant,China Town Express Restaurant,"14 Idowu Martins Street, Lagos Island, Lagos, Nigeria","0704 095 4224, 0806 454 2582"
653,951,2155,13.16,1,22-6-22,-1,23,52,Asun (Smoked Goat Meat),"Smoked goat meat is an outstanding recipe. It is a great game recipe that is also suitable for family hangouts, picnics, and get-togethers. The meats are cut in chunks, seasoned, smoked, and stirred in blended spicy pepper.",meal,restaurant,Mama Kemi Restaurant,"Maryland Shopping Complex, Suite BE 1A, 360 I, Maryland, Lagos, Nigeria",0803 301 9943
654,271,52,27.71,5,26-2-22,1,46,3,Chapman,"Typically made with alcoholic bitters, skip them, use non-alcoholic bitters or add a bit of grapefruit juice.",drink,restaurant,Aldente,"S11 Lagos City Mall, Onikan, Lagos, Nigeria","01 444 3944, 01 791 2942"
655,849,3404,39.1,5,23-11-22,1,53,71,Pound Cake,"African pound cake is a good choice for you. In addition, this pound cake is chewy and requires pantry-staple ingredients. You easily bake this for snacks for school children or family picnics.",snacks,cafes,Vestar Coffee,"26 Oju Olobun Cl, Victoria Island, Lagos, Nigeria",
656,693,1201,17.09,3,26-2-22,0,39,88,Adoyo,The main source of adoyo is pineapple and pap(made from corn). Adoyo which is pap paired with pineapple improves the sour taste that naturally comes with pap,drink,cafes,Krispy Kreme," 389C Herbert Macaulay Way, Yaba, Lagos, Nigeria",
657,827,3704,28.89,3,11-3-22,0,49,88,Pound Cake,"African pound cake is a good choice for you. In addition, this pound cake is chewy and requires pantry-staple ingredients. You easily bake this for snacks for school children or family picnics.",snacks,cafes,Krispy Kreme," 389C Herbert Macaulay Way, Yaba, Lagos, Nigeria",
658,37,3515,4.9,5,5-12-22,1,10,77,Chin Chin,"Everyone likes sweet and crunchy chin chin deep-fried in hot oil. Make your sweet chin chin snacks at home from a batter of flour, sugar, milk, butter, and nutmeg. You can cut it into any shape you want and munch on it between work. An excellent starter and a winner on tables during celebrations.",snacks,cafes,SEE Lagos,"36b Wole Ariyo St, Lekki Phase I, Lagos, Nigeria",
659,426,2164,34.77,3,13-1-22,0,47,52,Spinach Stew (Efo Riro),"Efo riro is a one-pot spinach stew made with chopped spinach stirred into a pepper stew. You can add any protein of choice to make an assorted delicacy. You will enjoy this flavourful stew with rice, swallows, and more.",meal,restaurant,Mama Kemi Restaurant,"Maryland Shopping Complex, Suite BE 1A, 360 I, Maryland, Lagos, Nigeria",0803 301 9943
660,57,1950,23.5,5,2-2-22,1,34,40,African Buns – Nigerian Buns,"Looking for a light snack with an undeniable sweet taste? This small golden ball of buns is a hit for you. It is made from a batter of flour, baking powder, milk, and sugar. Then it is fried with hot oil to give you a crispy exterior and soft interior. You’ll enjoy it.",meal,restaurant,Home Restaurant & Bar,"81 Ogudu G.R.A, Ojota, Lagos, Nigeria",0802 346 5491
661,499,3624,13.21,5,22-2-22,1,28,83,Wheat Meat Pie (Beef Pie),"Instead of flour, wheat flour is used to form the batter for these exotic Nigerian snacks. The pie is filled with beef, potatoes, and other veggies. It is a healthier version of meat pies with a distinct nutty flavor.",snacks,cafes,Fresh Forte,"12E Admiralty Way, Lekki, Lagos, Nigeria",
662,324,1053,27.56,5,23-2-22,1,46,79,Beer,"Beer is brewed from cereal grains most commonly from malted barley, however, wheat, corn, and rice are also used.",drink,cafes,Bourbon House Cafe,"741 Adeola Hopewell St, Victoria Island, Lagos, Nigeria",
663,871,1554,20.57,2,7-7-22,-1,35,18,Plantain fufu,"This is another version of fufu made from green plantain instead of cassava. A plain delicious gluten-free swallow served with any soup of choice. Specifically, plantain fufu is ideal for people living with diabetes because it has low sugar content.",meal,restaurant,Chief Delight Restaurant,"14 Bornu Crescent, Apapa, Lagos State, Nigeria",+234 1 5872413
664,618,1720,34.45,4,18-2-22,1,39,27,Stick Meat,Everyone loves fried beef. Indulge yourself with addictive chunks of fried meat arranged on sticks with bell peppers. It is a regular starter at parties and a colorful Nigerian snack.,meal,restaurant,Darling - Ro Restaurant,"1 Massey Street, Lagos Island, Lagos, Nigeria",01 263 1414
665,768,1383,17.2,2,27-1-22,-1,27,8,Egusi Soup,The list of Nigerian soups cannot be complete without Egusi soup. Egusi soup is made from melon seed from the gourd family. The melon seed is grounded and made into a ball with a mix of leafy vegetables and pepper. There are various ways of making egusi; you will like the Egusi Ijebu Recipe and Lumpy Egusi Stew. Served it with any swallow or rice to enjoy.,meal,restaurant,Ayus Restaurant And Bar,"2 Ibiyinka Olorunimbe Close, Victoria Island, Lagos, Nigeria","0703 381 4662, 0803 316 2543"
666,705,1731,24.52,3,31-8-22,0,44,28,Asun (Smoked Goat Meat),"Smoked goat meat is an outstanding recipe. It is a great game recipe that is also suitable for family hangouts, picnics, and get-togethers. The meats are cut in chunks, seasoned, smoked, and stirred in blended spicy pepper.",meal,restaurant,Del Pizza Restaurant and Take Away,"65 Okesuna Street, Lafiaji, Lagos, Nigeria",01 260 2487
667,436,1059,19.56,3,7-5-22,0,35,80,Pina Colada,"The pina colada is the national drink of Puerto Rico and is a sweet cocktail mixing rum, coconut cream or coconut milk, and pineapple juice, and is usually served either blended or shaken with ice",drink,cafes,Stories Lagos,,
668,396,2386,4.25,4,14-8-22,1,16,65,Hearty Salmon Stew,"This spicy stew consists of delicious salmon soaked in a well-seasoned pepper mix. It is warm, savory, and boldly flavored with appealing bright-red color. Enjoy this rich and bold hearty salmon stew with any food you choose.",meal,restaurant,Sweetspot Eatery And African Dishes,"20, Oladoyinbo Street, Ikeja, Lagos, Nigeria","0703 384 2618, 0807 595 3779"
669,285,881,18.84,5,17-4-22,1,38,70,Mojito,"Traditionally a Cuba drink, the mojito is a hugely popular cocktail and combines a mix of white rum, sugar (traditionally sugar cane juice), lime juice, sparkling water, and mint leaves",drink,cafes,Pause | Café & Espresso Bar,"1 Bisway St, Lekki, Lagos, Nigeria",
670,956,2493,21.46,2,24-6-22,-1,30,3, Doughnuts,"Doughnuts, with their delightful round shape and irresistible glazes, have captured the hearts of Nigerians with their sweet allure. These deep-fried treats are made from a yeast-based dough, typically flavored with nutmeg and often coated in a sugary glaze or sprinkled with powdered sugar.",snacks,restaurant,Aldente,"S11 Lagos City Mall, Onikan, Lagos, Nigeria","01 444 3944, 01 791 2942"
671,736,1284,37.64,3,28-1-22,0,39,3,Catfish Stew,The awesomeness of fresh catfish stew is indescribable; you must taste it to understand the tone deeply flavored stew. It is made of fresh catfish cooked in a bowl of pepper mix and seasoned to perfection. A Simple but elegant stew everyone should taste.,meal,restaurant,Aldente,"S11 Lagos City Mall, Onikan, Lagos, Nigeria","01 444 3944, 01 791 2942"
672,897,3727,3.81,4,11-12-22,1,15,89,Crispy Spring Rolls,"These spring rolls are incredible starters made from flour seasoned with salt, bouillon cube, curry powder, black pepper, and chili powder. An excellent finger food filled with beef and vegetable and then fried till it is golden brown crispy, and crunchy.",snacks,cafes,Oeuvres Patisserie,"Ogudu Mall, Ogudu, Lagos",
673,330,2430,9.69,5,17-12-22,1,23,68,Beef Stew,"This stew consists of tenderly cooked beef soaked in a delicious broth. Furthermore, this pot of red stew is nutritious and rich. You can serve it with bread, white rice, couscous and so on.",meal,restaurant,Zifney Bukka,"47CastleRockAvenue, Jakande Osapa London, Lagos",0708 865 9567
674,651,2464,31.61,5,23-9-22,1,48,1,Egg Roll,"Egg Roll is another sought-after snack in Nigeria, characterized by its cylindrical shape and delicious filling. A soft bread dough encases a boiled egg, often accompanied by a flavorful mix of onions, bell peppers, and spices. The Egg Roll’s combination of textures, with the fluffy exterior and the rich egg center, creates a truly satisfying snack experience",snacks,restaurant,Abibiz Restaurant,"Murtala Mohammed International Airport, Ikeja, Lagos, Nigeria","0803 302 4280, 01 773 1431"
675,402,2317,2.91,4,12-8-22,1,23,61,Ayamase Stew (Ofada Stew),"Ofada is rice that is cultivated locally. It is usually unprocessed and has a unique native flavor. To eat this rice, we make a special ayamase stew. It is blended green pepper with onions, locust beans, and traditional spices. It is packed with bold flavor and irresistibly delicious.",meal,restaurant,PJ Foods,"KM 3 Lasu Iba Road, By First Gate Bus-Stop Agboroko, Ojo, Lagos","0913 427 2579, 0813 368 8523"
676,112,2078,20.4,5,7-7-22,1,35,48,African Pepper Soup – Goat Meat,Hot and spicy pepper soup with chunks of goat meat and a cup of your favorite drink is a delight to the soul. This recipe is exotic in African restaurants and delivers a unique and bold flavor.,meal,restaurant,Les Amis Restaurant,"160 Awolowo Road, Ikoyi, Lagos, Nigeria",01 268 0697
677,227,3422,22.05,3,24-2-22,0,38,72, Doughnuts,"Doughnuts, with their delightful round shape and irresistible glazes, have captured the hearts of Nigerians with their sweet allure. These deep-fried treats are made from a yeast-based dough, typically flavored with nutmeg and often coated in a sugary glaze or sprinkled with powdered sugar.",snacks,cafes,Moonshine Cafe,"7A Admiralty Rd, Lekki Phase I, Lagos, Nigeria",
678,816,874,41.51,3,5-7-22,0,44,69,Cosmopolitan,"his cocktail is made up of vodka, triple sec, cranberry juice, and freshly squeezed or sweetened lime juice.",drink,cafes,Eric Kayer,,
679,15,3382,29.63,5,16-2-22,1,47,69,Chicken Pie,This is another version of meat pie. The difference from the classic one is that the filling is chicken instead of beef. It is loaded with chicken flavor and equally delicious.,snacks,cafes,Eric Kayer,,
680,55,2837,13.4,4,21-5-22,1,24,29,Crispy Spring Rolls,"These spring rolls are incredible starters made from flour seasoned with salt, bouillon cube, curry powder, black pepper, and chili powder. An excellent finger food filled with beef and vegetable and then fried till it is golden brown crispy, and crunchy.",snacks,restaurant,Demmies Delight,"254, Agege Motor Road, Mushin, Lagos, Nigeria",0802 208 3653
681,608,1001,24.87,5,22-7-22,1,28,76,Filter Coffee,This is one of the earliest types of coffee; probably the first type of coffee served in Nigeria. Ground coffee beans is poured inside hot or cold water and left to steep. This is then filtered out and the resulting coffee is taken black or with milk.,drink,cafes,MY COFFEE,,
